name,category,asr_model,genai_model,sum_num_words,bertscore,rouge,compression_rate,density,coverage,summac
neurologie,Dokter Patient,gt,transcript_Opus-4.8,525,"[1.0, 1.0, 1.0]",1.0,0.7635327635327636,0.9542857142857143,0.0,0.49497886798861956
angststoornis,Psychologische gespreksvoering,Qwen3 ASR 1.7B,transcript_Opus-4.8,486,"[0.75408, 0.78926, 0.77127]",0.5593952483801296,1.035953471977441,0.8209876543209876,0.0,0.37713809696336587
baan,Psychologische gespreksvoering,Cohere Labs Transcribe,transcript_Opus-4.8,722,"[0.69841, 0.70476, 0.70157]",0.2915291529152915,0.28017902029305375,1.167590027700831,0.0,0.46318454609105464
studie,Psychologische gespreksvoering,Qwen3 ASR 1.7B,transcript_Opus-4.8,719,"[0.65934, 0.65393, 0.65662]",0.40483870967741936,0.6129920176162951,1.1237830319888735,0.0,0.4001983566717668
verzorgings-staat,interviews,NVIDIA Parakeet TDT 0.6B v3,transcript_Opus-4.8,648,"[0.8217, 0.78726, 0.80411]",0.39365079365079364,0.16592232662831827,1.9907407407407407,0.0,0.3407552383012242
hulpverleners,interviews,Qwen3 ASR 1.7B,transcript_Opus-4.8,603,"[0.88699, 0.88752, 0.88726]",0.5474006116207951,0.31350130566730183,3.0165837479270317,0.0,0.560072792837253
seksuele-voorlichting,interviews,Whisper-large-v3-fast,transcript_Opus-4.8,545,"[0.71026, 0.73, 0.71999]",0.38714499252615847,0.2492753623188406,2.007339449541284,0.0,0.3442240112594196
angststoornis,Psychologische gespreksvoering,Cohere Labs Transcribe,transcript_Opus-4.8,469,"[0.73512, 0.76245, 0.74854]",0.4449244060475162,1.0683820937610151,0.7718550106609808,0.0,0.3493352501786181
oncologie,Dokter Patient,NVIDIA Canary 1B v2,transcript_Opus-4.8,492,"[0.73396, 0.75812, 0.74585]",0.4548611111111111,1.0130208333333333,1.089430894308943,0.0,0.4496422502579111
misbruik,Psychologische gespreksvoering,Whisper-large-v3-fast,transcript_Opus-4.8,714,"[0.55313, 0.56698, 0.55997]",0.42954856361149113,0.4856484149855908,0.927170868347339,0.0,0.38542751951710036
hulpverleners,interviews,NVIDIA Parakeet TDT 0.6B v3,transcript_Opus-4.8,653,"[0.81995, 0.82013, 0.82004]",0.6330275229357798,0.3221822288093726,3.211332312404288,0.0,0.5138173725988183
angststoornis,Psychologische gespreksvoering,gt,transcript_Opus-4.8,464,"[1.0, 1.0, 1.0]",1.0,1.0363059569968276,0.9698275862068966,0.0,0.3734657640623696
vrijheden,Psychologische gespreksvoering,Whisper-large-v3-fast,transcript_Opus-4.8,767,"[0.74293, 0.75367, 0.74826]",0.44414535666218036,0.6888731396172927,1.0573663624511083,0.0,0.3179000219951073
antidepressiva,Psychologische gespreksvoering,Cohere Labs Transcribe,transcript_Opus-4.8,691,"[0.62704, 0.65485, 0.64065]",0.3688046647230321,0.5210169924619905,1.0028943560057888,0.0,0.43979999501454203
abdomen,Dokter Patient,Whisper-large-v3-fast,transcript_Opus-4.8,477,"[0.75872, 0.73623, 0.74731]",0.46578366445916114,0.9097836025601951,1.6855345911949686,0.0,0.4350551063644475
bewegingsapparaat,Dokter Patient,NVIDIA Canary 1B v2,transcript_Opus-4.8,498,"[0.7632, 0.77212, 0.76764]",0.41379310344827586,1.009903961584634,1.0200803212851406,0.0,0.4210820165613005
interview-113,interviews,Whisper-large-v3-fast,transcript_Opus-4.8,621,"[0.81213, 0.80334, 0.80771]",0.5432098765432098,0.4729550656547404,1.816425120772947,0.0,0.5385524574024924
auto-immuunziekten,Dokter Patient,NVIDIA Canary 1B v2,transcript_Opus-4.8,443,"[0.81485, 0.80485, 0.80982]",0.39092872570194387,0.7794357026587087,1.110609480812641,0.0,0.47466459191803423
auto-immuunziekten,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,transcript_Opus-4.8,658,"[0.77705, 0.76424, 0.77059]",0.49676025917926564,1.068909386869235,1.1337386018237081,0.0,0.3979752454518651
vrijheden,Psychologische gespreksvoering,NVIDIA Parakeet TDT 0.6B v3,transcript_Opus-4.8,654,"[0.7227, 0.72281, 0.72276]",0.38896366083445494,0.5841247342310418,0.6681957186544343,0.0,0.34828268520926176
GGZ-exposure-therapie,interviews,Cohere Labs Transcribe,transcript_Opus-4.8,538,"[0.66914, 0.72786, 0.69726]",0.3629283489096573,0.1505179768433882,1.6524163568773234,0.0,0.5299688693549898
bewegingsapparaat,Dokter Patient,gt,transcript_Opus-4.8,494,"[1.0, 1.0, 1.0]",1.0,0.9981992797118847,1.1214574898785425,0.0,0.4221892807399854
vrijheden,Psychologische gespreksvoering,NVIDIA Canary 1B v2,transcript_Opus-4.8,655,"[0.78689, 0.78468, 0.78579]",0.43741588156123823,0.5994330262225372,0.9557251908396946,0.0,0.35245774945037234
ouderen-zorg,interviews,Whisper-large-v3-fast,transcript_Opus-4.8,654,"[0.83119, 0.8004, 0.8155]",0.33912037037037035,0.14868378765302248,1.3975535168195719,0.0,0.3672185591563131
hartziekten,Dokter Patient,NVIDIA Canary 1B v2,transcript_Opus-4.8,498,"[0.75743, 0.74896, 0.75317]",0.44731182795698926,0.9093822843822844,0.8393574297188755,0.0,0.3219265139872028
antidepressiva,Psychologische gespreksvoering,NVIDIA Canary 1B v2,transcript_Opus-4.8,573,"[0.64499, 0.67422, 0.65928]",0.380466472303207,0.47208381244410375,1.1919720767888307,0.0,0.3863693822288152
intake-bedrijf,Psychologische gespreksvoering,NVIDIA Canary 1B v2,transcript_Opus-4.8,760,"[0.65816, 0.6722, 0.6651]",0.4018087855297158,0.4091054313099042,1.1644736842105263,0.0,0.36766987141560425
verzorgings-staat,interviews,Whisper-large-v3-fast,transcript_Opus-4.8,538,"[0.72451, 0.71896, 0.72172]",0.30264550264550266,0.15341741398406517,1.9144981412639406,0.0,0.354917934095418
abdomen,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,transcript_Opus-4.8,613,"[0.78988, 0.7786, 0.7842]",0.5209713024282561,1.1956720512039012,1.33442088091354,0.0,0.4204023566097021
hartziekten,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,transcript_Opus-4.8,388,"[0.72554, 0.71755, 0.72153]",0.3634408602150538,0.7103729603729604,0.8634020618556701,0.0,0.3422464749847467
ademhaling,Dokter Patient,Cohere Labs Transcribe,transcript_Opus-4.8,250,"[0.80575, 0.83095, 0.81816]",0.46613545816733065,1.5029182879377432,0.852,0.0,0.25108004070352763
misbruik,Psychologische gespreksvoering,Cohere Labs Transcribe,transcript_Opus-4.8,631,"[0.65953, 0.69202, 0.67538]",0.493844049247606,0.44311239193083574,0.866877971473851,0.0,0.41022467834723964
ademhaling,Dokter Patient,gt,transcript_Opus-4.8,252,"[1.0, 1.0, 1.0]",1.0,1.6381322957198443,0.623015873015873,0.0,0.23559464752906933
