name,category,model,num_words,num_sentences,char diff,wer,simdist
bewegingsapparaat.mp3,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,598,60,2.2,0.0775716694772344,0.9580751657485962
ademhaling.mp3,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,191,21,0.6,0.042105263157894736,0.9825888872146606
diabetes.mp3,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,561,68,-1.5,0.06801470588235294,0.9577634334564209
hartziekten.mp3,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,645,59,-0.1,0.056338028169014086,0.966690719127655
oncologie.mp3,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,583,58,-0.7,0.0415944540727903,0.9723825454711914
abdomen.mp3,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,585,49,-0.1,0.06379310344827586,0.9588885307312012
auto-immuunziekten.mp3,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,706,70,-0.6,0.050143266475644696,0.9453725218772888
neurologie.mp3,Dokter Patient,NVIDIA Parakeet TDT 0.6B v3,788,75,2.2,0.058673469387755105,0.9841715097427368
misbruik.mp3,Psychologische gespreksvoering,NVIDIA Parakeet TDT 0.6B v3,1759,130,-5.7,0.2278708133971292,0.7778170108795166
intake-bedrijf.mp3,Psychologische gespreksvoering,NVIDIA Parakeet TDT 0.6B v3,2441,227,-3.3,0.08430232558139535,0.9151122570037842
baan.mp3,Psychologische gespreksvoering,NVIDIA Parakeet TDT 0.6B v3,3185,149,-4.4,0.1814332247557003,0.7646929025650024
angststoornis.mp3,Psychologische gespreksvoering,NVIDIA Parakeet TDT 0.6B v3,531,89,-4.9,0.11394891944990176,0.8506538271903992
antidepressiva.mp3,Psychologische gespreksvoering,NVIDIA Parakeet TDT 0.6B v3,1606,73,-3.6,0.09282970550576185,0.9275951385498047
studie.mp3,Psychologische gespreksvoering,NVIDIA Parakeet TDT 0.6B v3,1431,154,-6.0,0.16617862371888725,0.8027300834655762
vrijheden.mp3,Psychologische gespreksvoering,NVIDIA Parakeet TDT 0.6B v3,1374,148,-5.4,0.15726109857035364,0.8290058374404907
interview-113.mp3,interviews,NVIDIA Parakeet TDT 0.6B v3,1568,75,-3.9,0.16887417218543047,0.8178672790527344
verzorgings-staat.mp3,interviews,NVIDIA Parakeet TDT 0.6B v3,5312,386,-5.7,0.13386907095256761,0.883553147315979
hulpverleners.mp3,interviews,NVIDIA Parakeet TDT 0.6B v3,2448,119,-3.7,0.08695652173913043,0.947830855846405
ouderen-zorg.mp3,interviews,NVIDIA Parakeet TDT 0.6B v3,6311,528,-2.9,0.10996334555148284,0.8858469128608704
ouder-worden-2040.mp3,interviews,NVIDIA Parakeet TDT 0.6B v3,2032,113,-2.2,0.1523417395779722,0.8963748812675476
seksuele-voorlichting.mp3,interviews,NVIDIA Parakeet TDT 0.6B v3,2715,208,-1.3,0.09292854498333951,0.8786787390708923
GGZ-exposure-therapie.mp3,interviews,NVIDIA Parakeet TDT 0.6B v3,5267,285,-5.4,0.1518086578375173,0.871143102645874
